 10.0000  0.0200100.0000
    13.     13.     13.     13.     13.     13.     13.     13.
    13.     14.     14.     14.     14.     14.     14.     14.
    14.     15.     15.     15.     15.     15.     16.     16.
    16.     16.     16.     17.     17.     17.     18.     18.
    18.     19.     19.     20.     20.     21.     22.     22.
    23.     24.     25.     26.     27.     28.     30.     31.
    33.     35.     38.     40.     44.     48.     52.     58.
    65.     75.     88.    109.    142.    191.    264.    366.
   500.    664.    846.   1020.   1152.   1201.   1149.   1017.
   845.    669.    513.    388.    300.    247.    227.    235.
   269.    326.    401.    484.    561.
